#format x_y_z_r
0.0323851	0.0360185	0.0424258	0.00841789
0.017484	0.0745224	0.0170286	0.00255992
0.0330268	0.0606428	0.0161343	0.00661989
0.00894283	0.0913537	0.0330284	0.00334572
0.00919246	0.162864	0.0317761	0.00339783
0.0295954	0.0175274	0.0221482	0.00437841
0.0382359	0.141105	0.0125843	0.00494323
0.0249524	0.0921907	0.0236203	0.00164913
0.00867148	0.051739	0.00735036	0.00322572
0.0182507	0.0131332	0.0284627	0.00463361
0.0123068	0.074409	0.00980268	0.00416872
0.0195286	0.016553	0.0398528	0.00175857
0.0219601	0.0144572	0.0339659	0.00211605
0.00945527	0.100509	0.0248826	0.00588808
0.0336973	0.0504782	0.0131643	0.00399177
0.0349135	0.0839641	0.0172559	0.00368675
0.00451433	0.154642	0.0212904	0.00456605
0.0299564	0.0633727	0.0252325	0.00336287
-0.000177852	0.11079	0.0170676	0.00413713
0.0297396	0.0614398	0.0325733	0.00300651
0.0010682	0.0903946	0.00131795	0.00503914
-0.00459447	0.0677561	0.0360446	0.0046474
0.028684	0.126481	0.0133226	0.00310452
0.00744241	0.098872	-0.00491048	0.00459354
0.0167955	0.128934	0.0218069	0.00435216
0.0374569	0.099015	0.00602314	0.00268464
0.0378462	0.0313563	0.0138648	0.00345569
0.0268598	0.0415606	0.0100927	0.00253822
0.00705838	0.069424	0.00463565	0.00363148
0.0357193	0.0535386	0.00651957	0.00359718
0.0217883	0.0639305	0.0196482	0.00189956
0.00944524	0.116185	0.0245806	0.00474609
0.0348645	0.0691896	0.0207848	0.00328303
0.00519149	0.16309	0.0368104	0.00303669
0.00322078	0.0565297	0.0137497	0.00462847
0.00207985	0.027158	0.01231	0.00270602
0.0384177	0.131585	0.0223746	0.00671242
0.0384623	0.116279	0.0281497	0.00149604
0.00646088	0.0280868	0.0168621	0.00368061
0.0418302	0.0700171	0.00774913	0.00248246
0.00989183	0.0250425	0.00745911	0.00456134
0.0175748	0.0238756	0.00200071	0.00227994
0.0224881	0.145623	0.0280911	0.00648788
0.0324293	0.0929523	0.0336806	0.00289501
0.0197732	0.0786916	0.0252574	0.00229207
0.0229189	0.160342	0.00584344	0.00453138
0.0324012	0.0560345	-0.00611722	0.00110003
0.0149812	0.140677	0.0157235	0.00130127
0.0283476	0.0124727	0.0156196	0.00397384
0.0118294	0.08484	0.00488891	0.00737175
0.0313217	0.0917351	0.0156032	0.00357166
0.0309299	0.0463172	0.00750723	0.00300895
0.0169397	0.0693263	0.0256259	0.00750037
0.0337619	0.0500046	0.041369	0.00214473
0.00879956	0.14787	0.0117825	0.00249286
0.0242883	0.0399975	0.024992	0.00475406
0.00118703	0.0166538	0.0250958	0.00156306
0.0334634	0.134525	0.00922732	0.00385143
0.00427382	0.0382169	0.0246958	0.00182748
0.0245576	0.115019	0.0172914	0.00298283
0.0379029	0.144234	-0.00169672	0.00145587
0.0241201	0.0607563	0.00540623	0.00266645
0.030668	0.0179528	0.0276976	0.00128961
0.0142223	0.112013	0.0194278	0.00230125
0.0112068	0.009625	0.0266473	0.001125
0.0210792	0.0131351	0.0110674	0.00462898
0.034068	0.0428284	0.0123221	0.00371431
0.0199573	0.010033	0.001696	0.00153311
0.0232118	0.131444	0.0277419	0.00474145
0.00537331	0.0498777	0.0410694	0.00256796
0.0358283	0.081964	0.0314454	0.00175671
0.0027746	0.0912515	0.0173608	0.0048438
0.0229614	0.0727976	0.00826433	0.00249396
0.0142739	0.0896998	-0.00162043	0.00111141
0.0267909	0.0568854	0.0384462	0.00226241
0.0079865	0.0356462	0.0200385	0.00466036
0.0228847	0.16713	0.0059	0.00225724
0.0362065	0.103074	0.00615283	0.00156433
0.0132661	0.0152406	0.0340626	0.0031543
0.00873799	0.109179	0.0306366	0.00454243
0.0223732	0.0158717	0.0188192	0.00360798
0.0257272	0.137523	0.0170716	0.00756704
0.0176222	0.101424	0.04139	0.00521315
0.0101953	0.0798238	0.0137477	0.00285571
0.0290008	0.153496	0.0107508	0.00251937
0.0222845	0.122666	0.0175595	0.00499944
0.0144734	0.133188	0.0367566	0.00351834
0.0360858	0.0461451	0.028304	0.00249714
0.0145002	0.0185213	0.0266913	0.0021671
0.0135987	0.0592658	0.0379669	0.0042967
0.00903902	0.0587843	0.0299399	0.00154504
0.0116516	0.136635	0.0264388	0.00586441
0.0246392	0.0731859	0.0263289	0.001141
0.0360937	0.0628646	0.0290971	0.00387816
0.0430107	0.13236	0.0370814	0.00797915
0.000709608	0.116579	0.0229872	0.0041424
0.0350015	0.0895873	0.0282752	0.00397234
0.0240506	0.148504	0.0387274	0.00179279
0.0403588	0.0899694	0.0243568	0.00266777
0.0419075	0.143683	0.0354001	0.00352097
0.0271237	0.0506114	0.037324	0.0041198
0.0222628	0.132292	0.00652905	0.00469556
0.00403709	0.0453532	0.0336832	0.00619635
0.0102646	0.110739	-0.000428226	0.00282322
0.000882899	0.147198	0.0300545	0.00282408
0.0332669	0.0463698	0.0378642	0.00292882
0.0204178	0.032542	0.0365401	0.00484402
0.0378863	0.0911648	0.0117665	0.00165073
0.00458474	0.0772511	0.0105533	0.00409396
0.0253919	0.0159615	0.0362025	0.00223806
0.0205377	0.0625638	0.00832825	0.0022974
0.0249882	0.153147	0.00659994	0.00159022
0.00946672	0.0532144	0.0330233	0.00338055
0.0358582	0.0723024	0.0116084	0.00404097
0.0271443	0.0164719	0.0109453	0.00229442
0.0199175	0.105885	0.013536	0.00792868
0.0433167	0.161109	0.0220748	0.00205722
0.0293883	0.0119194	0.00832092	0.00341949
0.0059818	0.0134624	0.0281636	0.00496291
0.0114818	0.0682626	0.0373553	0.00496619
0.024071	0.170267	0.0277859	0.00652417
0.028082	0.0272184	0.0339728	0.00452105
0.00325114	0.0977351	0.0195023	0.00200118
0.0295294	0.0516867	0.0191494	0.00340122
0.0236909	0.0455452	0.0049174	0.00471811
0.0261691	0.0711334	0.01312	0.00260096
0.0232089	0.166927	-0.00136323	0.00486209
0.00467893	0.0906959	0.00768148	0.00228329
0.0264135	0.0433244	0.0350923	0.00353449
0.0304467	0.0359209	0.0299928	0.00416655
0.0236549	0.0950152	0.00392319	0.00394578
0.00183698	0.022574	0.0164269	0.00346086
0.0153894	0.158909	0.0212158	0.0045939
0.0119634	0.0575568	0.00524513	0.00335692
0.0402255	0.0569013	0.0313766	0.00336525
0.0215664	0.0211848	0.00678083	0.00450404
0.0351788	0.114742	0.0219327	0.00178031
0.0110876	0.120051	0.0320804	0.0038497
0.023505	0.158293	0.0377687	0.00381978
0.0174192	0.0949537	0.0233643	0.00394039
0.00818389	0.0921329	0.0389298	0.0026553
0.0115653	0.123134	0.0401013	0.0047567
0.0343214	0.0946803	0.00347693	0.00324018
0.0169375	0.0349757	0.027684	0.00454846
0.0101593	0.0210595	0.0301371	0.00392984
0.0142678	0.156459	0.00538446	0.00302263
0.0106985	0.0176164	0.0243395	0.00239446
0.00648297	0.153529	0.0397206	0.00704036
0.0151951	0.0836868	0.0311927	0.00671644
0.0357332	0.0251115	0.0089868	0.00474534
0.0386443	0.0967983	0.0347455	0.00445228
0.0347854	0.0134125	0.00215128	0.00491255
0.0256404	0.153468	0.0330041	0.00329
0.0332845	0.121516	0.0164617	0.00368285
0.0316852	0.099708	0.00484416	0.00259252
0.00180435	0.0955097	0.00764394	0.00313027
0.00711851	0.0128509	-0.0023562	0.00435131
0.0356033	0.0176995	0.00813032	0.00248989
0.0237152	0.0205076	0.022077	0.00221484
0.0342983	0.148849	0.0210418	0.00718113
0.00229448	0.0797462	0.0249157	0.00194
0.012244	0.0741277	0.0179033	0.00273403
-0.00380722	0.1034	0.00016572	0.00443142
0.016656	0.0882887	-0.00194283	0.001676
0.0222107	0.129833	0.0372249	0.00492816
0.0294661	0.0300989	0.0137797	0.00458949
0.0126564	0.0375816	0.0123612	0.00450433
-0.00173391	0.0987543	0.0220455	0.00357007
0.0318834	0.165451	0.0349965	0.00218194
0.0213505	0.11438	0.0293185	0.00295077
0.0263081	0.110626	0.0235641	0.00487304
0.0261998	0.0868823	0.00356697	0.00109972
0.0248461	0.122652	0.00739495	0.00492835
0.0243276	0.0727192	0.0285332	0.00113348
0.0357786	0.124873	0.00747625	0.00622821
0.0422269	0.106974	0.0236982	0.00388187
0.00265007	0.0278451	0.00716332	0.00251791
0.0264285	0.107934	0.0353924	0.00725831
0.00136301	0.0794357	0.0178997	0.00422002
0.00140051	0.023422	0.0380657	0.00767517
0.0130267	0.0452156	0.0241472	0.00690981
0.0185371	0.112484	0.021509	0.00251237
0.0275517	0.099059	0.0430181	0.00174257
0.035287	0.149847	0.00898082	0.00496137
0.014323	0.0405464	0.00530856	0.00332598
0.0400941	0.146013	0.0154434	0.00103234
0.0299156	0.107567	0.0116631	0.0023691
0.0136464	0.0436268	0.0348977	0.00268614
0.0296944	0.167602	0.0141816	0.00843588
0.0329871	0.0428514	0.0323815	0.00359187
0.0185925	0.120906	0.00424172	0.00228948
0.0106418	0.143733	0.0165282	0.00406674
0.0118289	0.0892291	-0.00321612	0.00184587
0.0152853	0.0790576	0.0210139	0.00339538
0.0379393	0.159933	0.0298993	0.00746696
0.0192868	0.0505822	0.0247504	0.00135778
0.0221116	0.0878553	0.000284558	0.0042327
0.0315946	0.0958819	0.0263142	0.00344941
0.0193578	0.104396	0.02624	0.00483653
0.0114022	0.0102466	0.0238049	0.00174664
0.024548	0.0607267	0.0191018	0.00236423
0.0194866	0.121463	0.0351849	0.00410746
0.0200793	0.14597	0.0373741	0.00310889
0.0264365	0.0648654	0.0207992	0.00249136
0.0084192	0.129793	0.0199085	0.00374331
0.0302999	0.101238	0.0159987	0.00266503
0.00188375	0.103124	0.0314157	0.00331043
0.0305357	0.0541914	0.034475	0.00158839
0.004826	0.0925323	0.0359612	0.00184482
0.00301291	0.0773587	0.0353406	0.00762444
0.0074969	0.0591858	0.0228864	0.0033867
0.0279387	0.0541905	0.00764871	0.00429193
0.0454614	0.0300246	0.0441226	0.00216186
0.0348901	0.102081	0.0291374	0.00411844
0.0292427	0.127247	0.0200577	0.0036977
0.0201072	0.15205	0.042634	0.00479401
0.0102568	0.155563	0.0284818	0.00468288
0.0403631	0.0852771	0.00992229	0.00499756
0.0207799	0.0551009	0.00177772	0.004838
0.0354454	0.0442848	0.0198516	0.00407793
0.0139125	0.0142786	0.00996177	0.00271276
0.00837768	0.0300649	0.0328872	0.00326217
0.0199372	0.047917	0.0371644	0.00355698
-0.00141812	0.0131287	0.0207212	0.00462992
0.00448859	0.0615558	0.0282119	0.00317284
0.0158059	0.113446	0.0348388	0.00472182
0.00526676	0.105759	0.00785018	0.00769115
0.00344695	0.0965001	-0.000554227	0.00177608
0.0226073	0.0504702	0.020785	0.00381541
0.0226641	0.0754455	0.0328621	0.00356975
0.0310767	0.161482	0.00088812	0.00496726
0.0238863	0.0814791	0.0273403	0.00304365
0.0131174	0.170257	0.00548576	0.00778073
0.025735	0.0967484	0.0385821	0.00204232
0.0306261	0.0198849	0.0335076	0.00325542
0.0164245	0.160424	0.0107068	0.00358261
-0.000660202	0.0469217	0.00343047	0.00455356
0.0187897	0.0192174	0.0236764	0.00312268
-0.00365632	0.0166638	0.0290401	0.00468342
0.031881	0.113663	0.0169288	0.00430889
0.0344288	0.0750365	0.0181149	0.00315932
0.00826086	0.0977657	0.0156167	0.00384973
0.00472597	0.132362	0.0112326	0.00602965
0.00611161	0.146086	0.031377	0.00268275
0.0114722	0.0583367	0.0322711	0.00185395
0.0167039	0.0922187	2.32241e-05	0.00271868
0.00621548	0.0307152	0.0107649	0.00296355
0.0130244	0.0559646	0.0269381	0.00418601
0.0367257	0.114119	0.00970259	0.00440309
0.0109253	0.160174	0.0472845	0.00232375
0.0240143	0.0872651	0.0106509	0.00632355
